UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change
67,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,298.86,0.08432740427162712,298.8,299.0,-0.10000000000002274,309.04,0.06992058987892373,308.9,309.1,-0.20000000000004547,1577.4,166.7900876351273,1378.0,1829.0,285.0,37.62,10.90329206147289,22.9,54.4,-16.400000000000002,170.6,7.1987653262362485,160.0,181.0,2.0,10.0,5046.162255877582,48187.299999999996,2.0
68,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,298.86,0.08432740427162712,298.8,299.0,-0.0999999999999659,309.02,0.07888106377549658,308.9,309.1,0.0,1572.7,169.44750088318114,1378.0,1829.0,-213.0,38.0,11.071986673081252,22.9,54.4,15.400000000000002,173.0,7.2724747430903935,162.0,184.0,3.0,10.099999999999966,6770.195000339076,64650.6,3.0
69,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,298.86,0.08432740427162712,298.8,299.0,0.0,309.01,0.08755950357786121,308.9,309.1,0.0,1559.3,166.96909228290698,1378.0,1829.0,61.0,38.29,10.860576002731673,22.9,54.4,-11.700000000000003,175.7,7.73232752079782,165.0,189.0,5.0,10.099999999999966,5180.988940594142,49474.799999999996,5.0
70,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,298.87,0.08232726023535161,298.8,299.0,0.0999999999999659,309.0,0.08164965809360936,308.9,309.1,0.10000000000002274,1562.5,163.37635487834052,1393.0,1829.0,-117.0,39.42,13.083390658048511,22.9,65.7,33.300000000000004,178.3,8.097324661063361,167.0,191.0,2.0,10.100000000000023,9700.923955019922,92637.0,2.0
71,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,298.88,0.07888106377519284,298.8,299.0,0.0,308.98999999999995,0.07378647873820009,308.9,309.1,0.0,1615.6,186.78044151712828,1394.0,1924.0,514.0,36.42,13.164666514744857,22.6,65.7,-43.1,180.9,8.23879710745299,169.0,193.0,2.0,10.100000000000023,4553.4662800150945,43482.4,2.0
72,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,298.89,0.07378647873785006,298.8,299.0,0.0,309.0,0.08164965809360158,308.9,309.1,0.10000000000002274,1601.6,193.85859680590806,1394.0,1924.0,-472.0,37.15,13.473121390383152,22.6,65.7,22.9,183.6,8.329332372872125,172.0,196.0,3.0,10.200000000000045,6918.415341735443,66066.0,3.0
73,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,298.9,0.06666666666733997,298.8,299.0,0.0,309.01,0.08755950357784709,308.9,309.1,0.0,1555.6,188.4033498168819,1369.0,1924.0,-83.0,39.3,12.635927614016577,22.6,65.7,-1.1000000000000014,186.2,8.363943780033033,174.0,198.0,2.0,10.200000000000045,6365.243707291352,60783.6,2.0
74,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,298.90999999999997,0.07378647873789074,298.8,299.0,0.10000000000002274,309.02000000000004,0.09189365834797157,308.9,309.1,0.0,1533.6,166.73545247220608,1369.0,1924.0,223.0,40.21,11.868019585798166,22.6,65.7,-9.399999999999999,188.8,8.18942407417422,177.0,200.0,2.0,10.100000000000023,5834.984755267443,55720.0,2.0
75,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,298.9,0.06666666666733997,298.8,299.0,-0.10000000000002274,309.01,0.08755950357784709,308.9,309.1,-0.10000000000002274,1541.4,168.0041004790596,1369.0,1924.0,9.0,39.58,12.127361167578414,22.6,65.7,-2.700000000000003,191.3,8.000694414306091,179.0,202.0,2.0,10.100000000000023,5415.299392674381,51712.299999999996,2.0
76,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,298.88,0.06324555320403011,298.8,299.0,-0.0999999999999659,308.99,0.08755950357788461,308.9,309.1,-0.10000000000002274,1539.9,169.52643189518054,1369.0,1924.0,-222.0,39.739999999999995,12.218492360170936,22.6,65.7,14.400000000000006,193.8,7.627435858647077,181.0,204.0,2.0,10.099999999999966,6743.878925877506,64399.3,2.0
77,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,298.87,0.06749485577165494,298.8,299.0,0.0,308.98999999999995,0.08755950357788461,308.9,309.1,0.0,1518.1,163.56340938268895,1369.0,1924.0,82.0,41.660000000000004,11.79201236242379,22.6,65.7,1.1999999999999957,196.3,7.040359839288337,184.0,206.0,2.0,10.099999999999966,7328.487430808517,69981.9,2.0
78,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,298.87,0.06749485577165494,298.8,299.0,0.0,308.99,0.08755950357788461,308.9,309.1,0.0,1517.0,163.98915953331993,1369.0,1924.0,-6.0,41.38,11.760838972340931,22.6,65.7,-6.600000000000001,198.7,6.4472216238209175,189.0,208.0,2.0,10.099999999999966,6292.767164773034,60091.49999999999,2.0
79,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,298.87,0.06749485577165494,298.8,299.0,0.0,308.99,0.08755950357788461,308.9,309.1,0.0,1504.1,168.1364855638954,1369.0,1924.0,-57.0,43.290000000000006,11.691160003276925,22.6,65.7,10.200000000000003,179.8,63.41188111597593,0.0,208.0,-208.0,10.099999999999966,7539.508209350144,71997.0,-208.0
80,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,298.86,0.06992058987857318,298.8,299.0,0.0,308.98,0.09189365834804306,308.9,309.1,0.0,1503.3,168.6522062312465,1369.0,1924.0,4.0,40.510000000000005,8.690409784482096,22.6,51.5,-13.600000000000001,160.9,84.39648491890325,0.0,208.0,2.0,10.099999999999966,5564.367964087218,53135.799999999996,2.0
81,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,298.85,0.07071067811919651,298.8,299.0,0.0,308.96,0.10749676997800396,308.8,309.1,-0.0999999999999659,1455.4,81.28031058558538,1369.0,1601.0,43.0,43.239999999999995,6.434145026514566,32.3,51.5,12.0,142.0,96.67816023625328,0.0,208.0,2.0,10.0,7550.870302780628,72105.5,2.0
82,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,298.85,0.07071067811919651,298.8,299.0,0.0999999999999659,308.94,0.09660917830873124,308.8,309.1,0.0999999999999659,1455.2,81.29206603353327,1369.0,1601.0,5.0,43.44,6.542374696290833,32.3,51.5,-2.3999999999999986,123.3,102.95419693566001,0.0,208.0,5.0,10.0,7212.573133866566,68875.0,5.0
83,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,298.85,0.07071067811919651,298.8,299.0,0.0,308.91999999999996,0.0788810637756827,308.8,309.1,0.0,1463.6,75.53100908457166,1379.0,1601.0,3.0,43.08,6.582603335054192,32.3,51.5,-6.700000000000003,104.6,104.8440111149257,0.0,208.0,2.0,10.0,6208.038410905718,59282.399999999994,2.0
84,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,298.85,0.07071067811919651,298.8,299.0,0.10000000000002274,308.90999999999997,0.05676462122119004,308.8,309.0,0.10000000000002274,1451.3,60.89526527845726,1379.0,1601.0,16.0,43.589999999999996,6.064184473887089,32.3,51.5,-0.6999999999999957,85.9,102.59028544002918,0.0,208.0,2.0,10.0,6168.716142858287,58906.9,2.0
85,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,298.85,0.07071067811919651,298.8,299.0,-0.10000000000002274,308.9,0.0471404520808636,308.8,309.0,-0.10000000000002274,1433.4,30.945112699752784,1379.0,1469.0,-47.0,45.12,4.66876143461338,37.9,51.5,7.5,67.2,95.9013381901768,0.0,208.0,2.0,10.0,7088.187008735435,67687.2,2.0
86,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,298.87,0.0823272602353506,298.8,299.0,0.10000000000002274,308.90999999999997,0.05676462122119004,308.8,309.0,0.10000000000002274,1475.9,117.82326689674883,1398.0,1804.0,382.0,43.13,7.376396289667611,26.8,51.5,-20.8,48.5,83.72076604204398,0.0,208.0,2.0,10.0,5062.906944721215,48347.200000000004,2.0
87,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,298.89,0.08755950357757895,298.8,299.0,0.0,308.91999999999996,0.06324555320463159,308.8,309.0,0.0,1473.4,118.4381695231748,1398.0,1804.0,-368.0,42.73,7.195222180184718,26.8,51.5,17.099999999999998,29.9,62.91873065047215,0.0,208.0,3.0,10.0,6601.575250645399,63040.4,3.0
88,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,298.90999999999997,0.0875595035775995,298.8,299.0,0.0,308.93,0.06749485577221294,308.8,309.0,0.0,1482.3,120.23222899409777,1398.0,1804.0,108.0,41.779999999999994,7.988436086688746,26.8,51.5,-12.099999999999998,11.6,8.058122196475447,0.0,25.0,5.0,10.0,5141.656200571199,49099.200000000004,5.0
89,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,298.92999999999995,0.08232726023542608,298.8,299.0,0.0,308.94,0.06992058987910037,308.8,309.0,0.0,1484.4,118.77074087875833,1402.0,1804.0,-125.0,41.15,7.3604423176267755,26.8,49.9,13.400000000000002,14.3,8.260347046785038,2.0,27.0,2.0,10.0,6716.599429668835,64138.8,2.0
90,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,298.94,0.0699205898787002,298.8,299.0,-0.10000000000002274,308.93999999999994,0.06992058987910037,308.8,309.0,-0.10000000000002274,1492.9,115.20652952174497,1419.0,1804.0,68.0,41.31,7.299079089553384,26.8,49.9,-5.700000000000003,17.1,8.37257427557361,4.0,30.0,3.0,10.0,6150.871896585897,58736.5,3.0
91,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,298.95,0.052704627670420404,298.9,299.0,0.0,308.95,0.05270462767088899,308.9,309.0,0.0,1523.7,139.57240255708055,1419.0,1804.0,266.0,38.9,8.084140853135434,25.8,47.6,-13.7,20.0,8.353309390760929,9.0,33.0,3.0,10.0,4736.2022526989,45227.4,3.0
92,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.95,0.052704627670420404,298.9,299.0,0.0,308.95,0.05270462767088899,308.9,309.0,0.0,1561.7,166.42385646294855,1419.0,1830.0,77.0,36.64,8.557933291526773,24.9,47.6,-0.9000000000000021,22.6,8.591985930052445,11.0,35.0,2.0,10.0,4771.765081537536,45567.0,2.0
93,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,298.94999999999993,0.052704627670420404,298.9,299.0,0.0,308.95,0.05270462767088899,308.9,309.0,0.0,1589.1,169.0735868720417,1419.0,1830.0,-103.0,35.269999999999996,8.907431354399167,24.9,47.6,2.200000000000003,25.2,8.625543461138953,13.0,37.0,2.0,10.0,4901.062563183781,46801.700000000004,2.0
94,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.96,0.06992058987875194,298.9,299.1,0.20000000000004547,308.95,0.05270462767088899,308.9,309.0,0.10000000000002274,1587.2,170.67239573717455,1419.0,1830.0,-277.0,35.559999999999995,9.126664231799046,24.9,47.6,15.899999999999999,27.9,8.608135686662763,15.0,40.0,3.0,9.899999999999977,6529.2767317107855,62350.0,3.0
95,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,298.97,0.0674948557718431,298.9,299.1,-0.10000000000002274,308.94999999999993,0.05270462767088899,308.9,309.0,-0.10000000000002274,1607.2,160.58282736471065,1419.0,1830.0,172.0,33.99,8.120269563122758,24.9,45.2,-11.100000000000001,30.6,8.342661445845506,17.0,42.0,2.0,9.899999999999977,5418.388625450412,51741.799999999996,2.0
96,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,298.97,0.0674948557718431,298.9,299.1,0.0,308.94999999999993,0.05270462767088899,308.9,309.0,0.10000000000002274,1561.9,162.77759196045548,1351.0,1830.0,-271.0,36.53,9.480043366051774,24.9,52.2,20.300000000000004,33.3,7.80384520605048,20.0,44.0,2.0,10.0,7385.06751449967,70522.2,2.0
97,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,298.97,0.0674948557718431,298.9,299.1,0.0,308.94999999999993,0.05270462767088899,308.9,309.0,0.0,1575.8,156.6516304841204,1351.0,1830.0,224.0,35.67,9.120434931149576,24.9,52.2,-16.900000000000006,36.0,7.3484692283493365,25.0,47.0,3.0,10.0,5822.156585265284,55597.49999999999,3.0
98,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,298.96,0.06992058987875194,298.9,299.1,-0.10000000000002274,308.93999999999994,0.051639777950914775,308.9,309.0,-0.10000000000002274,1596.4,165.3106167189513,1351.0,1830.0,175.0,35.480000000000004,9.229156696759103,24.9,52.2,-5.399999999999999,38.5,7.442371187255176,27.0,50.0,3.0,10.0,5479.4611866361965,52325.0,3.0
99,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,298.95,0.0707106781193695,298.9,299.1,0.0,308.91999999999996,0.0632455532046348,308.8,309.0,-0.0999999999999659,1607.4,155.5672059129287,1351.0,1830.0,-221.0,34.230000000000004,8.590828442783234,24.9,52.2,2.8000000000000043,41.1,7.519604008486192,30.0,53.0,3.0,9.900000000000034,5235.809732399286,49998.3,3.0
100,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.94,0.08432740427173618,298.8,299.1,-0.0999999999999659,308.90999999999997,0.0737864787383756,308.8,309.0,0.0,1611.0,152.86450063881918,1351.0,1830.0,-6.0,34.72,9.052169782862993,24.9,52.2,11.699999999999996,43.6,7.574812062208209,33.0,55.0,2.0,10.0,7081.275504897538,67621.2,2.0
101,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,298.92999999999995,0.09486832980555211,298.8,299.1,0.0,308.90999999999997,0.0737864787383756,308.8,309.0,0.0999999999999659,1620.9,165.74575576935754,1351.0,1852.0,329.0,34.64,9.142841765860089,24.9,52.2,-19.4,46.0,7.644896627452963,35.0,57.0,2.0,10.099999999999966,4848.524662040247,46300.0,2.0
102,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,298.91999999999996,0.10327955589931166,298.8,299.1,0.0,308.9,0.0816496580938039,308.8,309.0,-0.0999999999999659,1637.0,193.7650352589156,1351.0,1991.0,139.0,34.22,9.718344623557156,20.7,52.2,-4.300000000000001,48.4,7.574812062208214,37.0,59.0,2.0,10.0,4315.888571575122,41213.7,2.0
103,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,298.91,0.11005049346186929,298.8,299.1,0.0,308.89,0.08755950357807687,308.8,309.0,0.0,1619.8,192.5182819601527,1351.0,1991.0,-436.0,35.57000000000001,9.555690567521653,20.7,52.2,19.900000000000002,50.8,7.360555534589431,40.0,61.0,2.0,10.0,6611.272299969481,63133.0,2.0
104,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,298.88,0.09189365834772116,298.8,299.0,0.0,308.87,0.08232726023596294,308.8,309.0,0.0,1618.9,193.41920506735846,1351.0,1991.0,-114.0,35.32000000000001,9.370616012005001,20.7,52.2,-0.10000000000000142,53.1,7.202622979010853,42.0,63.0,2.0,10.0,6111.497268660905,58360.5,2.0
105,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,298.86,0.08432740427163636,298.8,299.0,0.0,308.85,0.09718253158174225,308.7,309.0,-0.10000000000002274,1601.7,200.62626946638878,1351.0,1991.0,9.0,36.47,9.606947717378528,20.7,52.2,2.8999999999999986,55.5,7.090682462060703,44.0,66.0,3.0,9.899999999999977,6590.014189680189,62930.0,3.0
106,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,298.84,0.06992058987856993,298.8,299.0,0.0,308.82000000000005,0.09189365834838063,308.7,309.0,0.0,1625.7,180.66608240987924,1441.0,1991.0,141.0,34.36,7.940920741464573,20.7,44.4,-12.299999999999997,57.9,6.822348894951207,47.0,68.0,2.0,9.899999999999977,5181.543955296278,49480.100000000006,2.0
107,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,298.82,0.04216370213646502,298.8,298.9,0.0,308.79,0.07378647873872532,308.7,308.9,0.0,1612.7,189.19540163545201,1441.0,1991.0,-146.0,35.67999999999999,9.123571425464679,20.7,48.5,17.4,60.2,6.6131182760730125,50.0,70.0,2.0,9.899999999999977,7339.022238173556,70082.5,2.0
108,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,298.81000000000006,0.03162277660284649,298.8,298.9,0.0,308.78000000000003,0.06324555320511373,308.7,308.9,0.10000000000002274,1587.4,185.67845564009025,1441.0,1991.0,52.0,37.37,9.491756657460435,20.7,48.5,-1.7000000000000028,62.4,6.501281924871762,53.0,72.0,2.0,10.0,7336.6241557813155,70059.59999999999,2.0
109,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,298.81000000000006,0.03162277660284649,298.8,298.9,0.0999999999999659,308.78,0.06324555320511373,308.7,308.9,0.0,1596.6,184.74017790760453,1441.0,1991.0,124.0,37.370000000000005,9.491756657460435,20.7,48.5,-14.099999999999994,64.6,6.686636756330402,55.0,75.0,3.0,9.900000000000034,5550.848643701271,53006.700000000004,3.0
110,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,298.82,0.04216370213645827,298.8,298.9,0.0,308.77000000000004,0.06749485577272592,308.7,308.9,-0.10000000000002274,1601.5,183.2146585596009,1441.0,1991.0,-49.0,36.339999999999996,9.198453976378618,20.7,48.5,1.3999999999999986,67.1,7.340148348485571,57.0,80.0,5.0,9.800000000000011,5613.523417140386,53605.200000000004,5.0
111,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,298.82000000000005,0.04216370213645827,298.8,298.9,-0.0999999999999659,308.74,0.06992058987973145,308.6,308.8,-0.0999999999999659,1603.5,186.33556945587299,1441.0,1991.0,300.0,36.089999999999996,9.567473833544339,20.7,48.5,-11.600000000000001,69.6,7.76316086827166,59.0,82.0,2.0,9.800000000000011,4410.79608564007,42120.0,2.0
112,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,298.81,0.05676462122039869,298.7,298.9,-0.10000000000002274,308.71999999999997,0.07888106377624271,308.6,308.8,0.0,1554.3,128.6882969728714,1441.0,1872.0,-373.0,38.37,8.095959211579292,22.5,48.5,21.0,72.1,7.992357460585428,61.0,84.0,2.0,9.900000000000034,6828.408712210094,65206.5,2.0
113,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,298.81,0.05676462122039869,298.7,298.9,0.10000000000002274,308.71000000000004,0.07378647873898146,308.6,308.8,0.0999999999999659,1548.6,129.91039647045687,1441.0,1872.0,-1.0,38.260000000000005,8.069723938552327,22.5,48.5,-4.0,74.9,8.55634916954123,63.0,89.0,5.0,9.899999999999977,6196.3726301853885,59171.0,5.0
114,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,298.81000000000006,0.05676462122039869,298.7,298.9,0.0,308.69,0.0737864787390341,308.6,308.8,-0.0999999999999659,1553.1,126.50379880110827,1445.0,1872.0,-12.0,38.4,8.124858973135066,22.5,48.5,2.3999999999999986,77.8,8.978987817244217,66.0,92.0,3.0,9.800000000000011,6520.208000917423,62263.4,3.0
115,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,298.81,0.05676462122039869,298.7,298.9,0.0,308.68,0.07888106377634203,308.6,308.8,0.0,1576.1,126.58457866405237,1445.0,1872.0,194.0,37.0,8.370052435784249,22.5,48.5,-12.5,80.7,9.416887903005728,68.0,95.0,3.0,9.800000000000011,5172.318144870235,49392.0,3.0
116,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,298.81000000000006,0.05676462122039869,298.7,298.9,0.0,308.66999999999996,0.08232726023648915,308.6,308.8,0.0,1560.1,134.36471924496374,1431.0,1872.0,-249.0,38.459999999999994,8.498914963426543,22.5,48.5,16.300000000000004,83.6,9.535897091167204,70.0,97.0,2.0,9.800000000000011,6848.326409633854,65396.700000000004,2.0
117,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,298.82,0.06324555320395084,298.7,298.9,0.0999999999999659,308.67,0.08232726023648915,308.6,308.8,0.0999999999999659,1572.0,128.16482443409478,1431.0,1872.0,133.0,37.02,7.799971509919482,22.5,46.8,-11.600000000000001,86.5,9.348202441586654,72.0,99.0,2.0,9.800000000000011,5584.955867943743,53332.4,2.0
118,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,298.82,0.06324555320395084,298.7,298.9,-0.0999999999999659,308.65,0.07071067812060447,308.6,308.8,-0.0999999999999659,1582.2,125.56521103483364,1431.0,1872.0,35.0,35.64,7.063395469287814,22.5,45.7,-1.1000000000000014,89.4,8.834276679187845,75.0,101.0,2.0,9.800000000000011,5525.747318399087,52767.0,2.0
119,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,298.81000000000006,0.05676462122039368,298.7,298.9,0.0,308.63,0.04830458915688153,308.6,308.7,0.0,1590.8,131.33062602962565,1431.0,1872.0,108.0,35.18,7.417067404903973,22.5,45.7,-4.899999999999999,92.2,8.17584518226967,80.0,103.0,2.0,9.800000000000011,5023.0610778981845,47966.700000000004,2.0
120,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,298.79,0.05676462122038311,298.7,298.9,-0.10000000000002274,308.61,0.05676462122231018,308.5,308.7,-0.10000000000002274,1580.3,137.0726084963735,1431.0,1872.0,-240.0,35.84,7.601637250546027,22.5,45.7,12.600000000000001,94.8,7.997221739801473,82.0,106.0,3.0,9.800000000000011,6252.491946954015,59706.9,3.0
121,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,298.8,0.06666666666720551,298.7,298.9,0.19999999999998863,308.62,0.06324555320562851,308.5,308.7,0.19999999999998863,1536.4,98.00022675710846,1431.0,1707.0,-34.0,38.06,6.423256356570421,28.1,45.7,4.0,97.4,7.589466384403964,84.0,108.0,2.0,9.800000000000011,6707.834386165318,64055.100000000006,2.0
122,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,298.82000000000005,0.0632455532039453,298.7,298.9,0.0,308.63,0.06749485577314382,308.5,308.7,0.0,1542.3,97.27172707878226,1431.0,1707.0,125.0,37.83,6.245540631344725,28.1,45.7,-3.5,100.0,6.912147117775747,89.0,110.0,2.0,9.800000000000011,6721.919193228913,64189.600000000006,2.0
123,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,298.84000000000003,0.08432740427161094,298.7,299.0,0.10000000000002274,308.64,0.08432740427280304,308.5,308.8,0.10000000000002274,1523.5,121.84803832825837,1310.0,1707.0,-248.0,38.95,7.463727099929522,28.1,50.7,9.5,102.3,6.667499947923009,92.0,112.0,2.0,9.800000000000011,6955.171975782443,66417.0,2.0
124,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,298.85,0.08498365856033908,298.7,299.0,-0.10000000000002274,308.65,0.08498365856148667,308.5,308.8,-0.10000000000002274,1529.5,121.27219155455509,1310.0,1707.0,236.0,39.10000000000001,7.544239892497831,28.1,50.7,-7.300000000000004,104.5,6.519202405202472,95.0,114.0,2.0,9.800000000000011,7026.31857741074,67096.4,2.0
125,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,298.86,0.0843274042716323,298.7,299.0,0.0,308.65999999999997,0.08432740427274985,308.5,308.8,0.0,1534.2,128.45128778386604,1310.0,1727.0,181.0,39.1,7.544239892497831,28.1,50.7,-14.0,106.6,6.501281924871764,97.0,116.0,2.0,9.800000000000011,5317.019902494581,50773.799999999996,2.0
126,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,298.87,0.08232726023535693,298.7,299.0,0.0,308.66,0.08432740427274985,308.5,308.8,-0.0999999999999659,1547.1,123.3103131669591,1310.0,1727.0,-167.0,37.75,7.439123305575439,28.1,50.7,2.8000000000000043,108.7,6.447221623820937,99.0,118.0,2.0,9.700000000000045,5260.28273917075,50232.00000000001,2.0
127,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,298.88,0.09189365834773047,298.7,299.0,0.10000000000002274,308.65,0.08498365856148667,308.5,308.8,0.0,1523.6,140.87362342815658,1310.0,1727.0,-231.0,40.39,10.179549215079339,28.1,60.5,28.299999999999997,110.8,6.356099432828091,101.0,120.0,2.0,9.600000000000023,8419.939550518684,80404.5,2.0
128,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,298.89,0.08755950357759332,298.7,299.0,-0.10000000000002274,308.65,0.08498365856148667,308.5,308.8,0.0,1505.0,142.08604591741164,1310.0,1727.0,84.0,41.739999999999995,9.983898147628633,28.1,60.5,-14.0,112.9,6.226288353960505,103.0,122.0,2.0,9.700000000000045,6880.559150259685,65704.5,2.0
129,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,298.90999999999997,0.08755950357762758,298.7,299.0,0.10000000000002274,308.65,0.08498365856148667,308.5,308.8,0.0,1493.0,127.44323355038581,1310.0,1727.0,174.0,42.790000000000006,8.88124740988313,29.4,60.5,-7.899999999999999,115.0,6.05530070819478,106.0,124.0,2.0,9.600000000000023,6414.9437030711415,61258.200000000004,2.0
130,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,298.92999999999995,0.048304589155000015,298.9,299.0,-0.10000000000002274,308.65,0.08498365856148667,308.5,308.8,-0.10000000000002274,1502.2,128.6725387261112,1310.0,1727.0,-28.0,42.15,9.270652619961565,29.4,60.5,-4.300000000000004,117.0,6.05530070819478,108.0,126.0,2.0,9.600000000000023,5599.75276934215,53473.7,2.0
131,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,298.91999999999996,0.06324555320412796,298.8,299.0,-0.0999999999999659,308.62,0.11352924244078148,308.4,308.8,-0.10000000000002274,1506.2,126.89172987673966,1310.0,1727.0,-86.0,41.79,9.23043877613628,29.4,60.5,6.800000000000004,119.0,6.05530070819478,110.0,128.0,2.0,9.599999999999966,6339.765390870739,60540.3,2.0
